id,requirement,category,source_section,source_decision,implementation_intent,owner,estimate_days,phase,dependencies,implementation_status,notes,repo_evidence,repo_gap,repo_stage,risk
F-169,PTE pack,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,`Services/PteScoring.cs`.,Scoring only; no content or assessment pack.,Stage 4-5,Low
F-170,TOEFL pack,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,MISSING,,Nothing TOEFL-specific exists.,Stage 4 backlog.,Stage 4-5,Low
F-171,Future exam packs,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,`ExamFamilyCode`/`ExamTypeCode`/`ActiveExamTypeCode` give an exam axis; rulebooks are keyed by kind x profession.,Global services still assume OET constants in places.,Stage 4-5,Medium
F-172,Exam-version engine,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,MISSING,,"No exam version, effective-date or retirement engine (see F-004).",Stage 4 backlog; F-004 is the Stage 2 precursor.,Stage 4-5,Medium
F-173,Cross-exam skill transfer,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,MISSING,,No cross-exam skill transfer model.,Stage 4 backlog.,Stage 4-5,Low
F-174,B2B multi-tenancy,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,NOT_APPLICABLE_WITH_REASON,,Out of scope by owner decision; no code required.,"Owner decision: the companion serves this project only. There is no second tenant, so no tenancy boundary is built. Per-student isolation is delivered instead and proven by `CompanionMultiLearnerIsolationTests`.",Stage 4-5,Medium
F-175,White-label persona,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,NOT_APPLICABLE_WITH_REASON,,Out of scope by owner decision; no code required.,"Owner decision: single deployment, single brand. The persona stays one configurable name (`Companion:PersonaName`) rather than a per-tenant setting.",Stage 4-5,Low
F-176,Institution knowledge upload,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,NOT_APPLICABLE_WITH_REASON,,Out of scope by owner decision; no code required.,"Owner decision: no institutional tenants. The corpus is the platform’s own approved material, curated through `/v1/admin/companion/knowledge`.",Stage 4-5,Low
F-177,Institution roles,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,A `sponsor` role exists in `ApplicationUserRoles`; `app/sponsor/**`; `SponsorService`.,Sponsor is not a tenant; there is no institution role hierarchy.,Stage 4-5,Low
F-178,Seat/usage budgets,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,"`SponsorSeatPackService`, seat packs, `app/sponsor`.",No per-institution AI budget or active-user cap.,Stage 4-5,Low
F-179,Institution analytics,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,Sponsor portal reporting.,"No mastery, engagement, at-risk or content-gap analytics per institution.",Stage 4-5,Low
F-180,SSO,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,NOT_APPLICABLE_WITH_REASON,,Out of scope by owner decision; no code required.,Owner decision: the companion uses the platform’s existing authentication. Access is the learner’s normal session plus the AI package entitlement — no separate identity provider.,Stage 4-5,Low
F-181,API/webhooks,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,"Inbound webhooks (Stripe, PayPal, Brevo, Zoom, LiveKit, Bunny) and admin APIs exist.",No partner-facing API or outbound webhook contract.,Stage 4-5,Low
F-182,LMS integration,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,MISSING,,No LMS integration.,Stage 5 backlog.,Stage 4-5,Low
F-183,Custom retention,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,"`DataRetentionWorker`, `AuthDataRetentionWorker`, `ConversationOptions.AudioRetentionDays`.","Retention is global, not per-contract.",Stage 4-5,Low
F-184,Enterprise audit/support,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,"`AuditEvent`, `SecurityEventLogger`, `CustomerSupportCaseService`.",No enterprise audit export or contracted support tier.,Stage 4-5,Low
